date,equity,close,shares,cash
2023-11-28,969433.02,1769.04,500,84913.02
2023-11-29,972268.02,1774.71,500,84913.02
2023-11-30,980663.02,1791.5,500,84913.02
2023-12-01,965053.02,1760.28,500,84913.02
2023-12-04,960268.02,1750.71,500,84913.02
2023-12-05,939413.02,1709.0,500,84913.02
2023-12-06,936413.02,1703.0,500,84913.02
2023-12-07,934913.02,1700.0,500,84913.02
2023-12-08,937373.02,1704.92,500,84913.02
2023-12-11,933913.02,1698.0,500,84913.02
2023-12-12,939908.02,1709.99,500,84913.02
2023-12-13,914913.02,1660.0,500,84913.02
2023-12-14,902863.02,1635.9,500,84913.02
2023-12-15,907413.02,1645.0,500,84913.02
2023-12-18,915913.02,1662.0,500,84913.02
2023-12-19,922413.02,1675.0,500,84913.02
2023-12-20,909808.02,1649.79,500,84913.02
2023-12-21,919913.02,1670.0,500,84913.02
2023-12-22,920238.02,1670.65,500,84913.02
2023-12-25,920913.02,1672.0,500,84913.02
2023-12-26,919913.02,1670.0,500,84913.02
2023-12-27,918443.02,1667.06,500,84913.02
2023-12-28,947408.02,1724.99,500,84913.02
2023-12-29,947913.02,1726.0,500,84913.02
2024-01-02,927418.02,1685.01,500,84913.02
2024-01-03,931913.02,1694.0,500,84913.02
2024-01-04,919413.02,1669.0,500,84913.02
2024-01-05,916593.02,1663.36,500,84913.02
2024-01-08,906908.02,1643.99,500,84913.02
2024-01-09,905413.02,1641.0,500,84913.02
2024-01-10,905663.02,1641.5,500,84913.02
2024-01-11,908198.02,1646.57,500,84913.02
2024-01-12,906443.02,1643.06,500,84913.02
2024-01-15,904913.02,1640.0,500,84913.02
2024-01-16,904628.02,1639.43,500,84913.02
2024-01-17,873413.02,1577.0,500,84913.02
2024-01-18,890348.02,1610.87,500,84913.02
2024-01-19,902413.02,1635.0,500,84913.02
2024-01-22,905913.02,1642.0,500,84913.02
2024-01-23,894413.02,1619.0,500,84913.02
2024-01-24,897913.02,1626.0,500,84913.02
2024-01-25,903913.02,1638.0,500,84913.02
2024-01-26,903573.02,1637.32,500,84913.02
2024-01-29,909913.02,1650.0,500,84913.02
2024-01-30,891413.02,1613.0,500,84913.02
2024-01-31,887368.02,1604.91,500,84913.02
2024-02-01,889928.02,1610.03,500,84913.02
2024-02-02,882913.02,1596.0,500,84913.02
2024-02-05,899918.02,1630.01,500,84913.02
2024-02-06,921823.62,1676.0,0,921823.62
2024-02-07,921823.62,1710.99,0,921823.62
2024-02-08,921823.62,1706.0,0,921823.62
2024-02-19,921823.62,1695.43,0,921823.62
2024-02-20,921823.62,1670.0,0,921823.62
2024-02-21,921823.62,1717.66,0,921823.62
2024-02-22,921823.62,1718.38,0,921823.62
2024-02-23,921823.62,1714.09,0,921823.62
2024-02-26,921823.62,1694.98,0,921823.62
2024-02-27,921823.62,1689.5,0,921823.62
2024-02-28,921823.62,1681.55,0,921823.62
2024-02-29,921823.62,1695.0,0,921823.62
2024-03-01,921823.62,1685.06,0,921823.62
2024-03-04,921823.62,1676.3,0,921823.62
2024-03-05,921823.62,1695.1,0,921823.62
2024-03-06,921823.62,1680.55,0,921823.62
2024-03-07,921823.62,1683.63,0,921823.62
2024-03-08,921823.62,1671.43,0,921823.62
2024-03-11,921823.62,1694.49,0,921823.62
2024-03-12,921823.62,1745.0,0,921823.62
2024-03-13,921823.62,1727.45,0,921823.62
2024-03-14,921823.62,1716.63,0,921823.62
2024-03-15,921823.62,1717.49,0,921823.62
2024-03-18,921823.62,1708.26,0,921823.62
2024-03-19,921823.62,1708.02,0,921823.62
2024-03-20,921823.62,1709.6,0,921823.62
2024-03-21,921823.62,1709.0,0,921823.62
2024-03-22,921823.62,1701.35,0,921823.62
2024-03-25,921823.62,1689.01,0,921823.62
2024-03-26,921823.62,1709.29,0,921823.62
2024-03-27,921823.62,1701.0,0,921823.62
2024-03-28,921823.62,1701.64,0,921823.62
2024-03-29,921823.62,1702.9,0,921823.62
2024-04-01,921823.62,1721.33,0,921823.62
2024-04-02,921823.62,1713.99,0,921823.62
2024-04-03,921823.62,1715.11,0,921823.62
2024-04-08,921573.62,1666.66,500,88243.62
2024-04-09,919353.62,1662.22,500,88243.62
2024-04-10,912233.62,1647.98,500,88243.62
2024-04-11,912243.62,1648.0,500,88243.62
2024-04-12,905258.62,1634.03,500,88243.62
2024-04-15,924733.62,1672.98,500,88243.62
2024-04-16,923243.62,1670.0,500,88243.62
2024-04-17,921743.62,1667.0,500,88243.62
2024-04-18,923633.62,1670.78,500,88243.62
2024-04-19,911563.62,1646.64,500,88243.62
2024-04-22,925773.62,1675.06,500,88243.62
2024-04-23,934383.62,1692.28,500,88243.62
2024-04-24,935043.62,1693.6,500,88243.62
2024-04-25,934763.62,1693.04,500,88243.62
2024-04-26,942958.62,1709.43,500,88243.62
2024-04-29,940243.62,1704.0,500,88243.62
2024-04-30,940743.62,1705.0,500,88243.62
2024-05-06,967199.49,1760.2,0,967199.49
2024-05-07,967199.49,1770.0,0,967199.49
2024-05-08,967199.49,1763.97,0,967199.49
2024-05-09,967199.49,1756.0,0,967199.49
2024-05-10,967199.49,1738.98,0,967199.49
2024-05-13,967199.49,1706.0,0,967199.49
2024-05-14,967199.49,1701.98,0,967199.49
2024-05-15,967199.49,1700.0,0,967199.49
2024-05-16,967199.49,1704.5,0,967199.49
2024-05-17,967199.49,1715.0,0,967199.49
2024-05-20,967199.49,1709.0,0,967199.49
2024-05-21,967199.49,1705.0,0,967199.49
2024-05-22,967199.49,1697.71,0,967199.49
2024-05-23,967199.49,1692.01,0,967199.49
2024-05-24,967199.49,1677.08,0,967199.49
2024-05-27,967199.49,1670.12,0,967199.49
2024-05-28,967199.49,1664.64,0,967199.49
2024-05-29,967199.49,1674.0,0,967199.49
2024-05-30,967199.49,1649.0,0,967199.49
2024-05-31,967199.49,1648.45,0,967199.49
2024-06-03,967199.49,1639.39,0,967199.49
2024-06-04,967199.49,1653.2,0,967199.49
2024-06-05,967199.49,1644.0,0,967199.49
2024-06-06,967199.49,1639.81,0,967199.49
2024-06-07,967199.49,1619.18,0,967199.49
2024-06-11,966917.07,1569.0,600,25517.07
2024-06-12,968525.07,1571.68,600,25517.07
2024-06-13,958523.07,1555.01,600,25517.07
2024-06-14,958517.07,1555.0,600,25517.07
2024-06-17,950417.07,1541.5,600,25517.07
2024-06-18,938417.07,1521.5,600,25517.07
2024-06-19,926117.07,1501.0,600,25517.07
2024-06-20,925577.07,1500.1,600,25517.07
2024-06-21,908117.07,1471.0,600,25517.07
2024-06-24,911447.07,1476.55,600,25517.07
2024-06-25,917507.07,1486.65,600,25517.07
2024-06-26,919049.07,1489.22,600,25517.07
2024-06-27,919811.07,1490.49,600,25517.07
2024-06-28,905951.07,1467.39,600,25517.07
2024-07-01,889745.07,1440.38,600,25517.07
2024-07-02,919937.07,1490.7,600,25517.07
2024-07-03,925517.07,1500.0,600,25517.07
2024-07-04,916961.07,1485.74,600,25517.07
2024-07-05,897317.07,1453.0,600,25517.07
2024-07-08,877517.07,1420.0,600,25517.07
2024-07-09,888335.07,1438.03,600,25517.07
2024-07-10,888071.07,1437.59,600,25517.07
2024-07-11,902771.07,1462.09,600,25517.07
2024-07-12,912809.07,1478.82,600,25517.07
2024-07-15,910457.07,1474.9,600,25517.07
2024-07-16,911117.07,1476.0,600,25517.07
2024-07-17,926357.07,1501.4,600,25517.07
2024-07-18,924023.07,1497.51,600,25517.07
2024-07-19,940889.07,1525.62,600,25517.07
2024-07-22,924917.07,1499.0,600,25517.07
2024-07-23,898517.07,1455.0,600,25517.07
2024-07-24,889529.07,1440.02,600,25517.07
2024-07-25,883811.07,1430.49,600,25517.07
2024-07-26,878831.07,1422.19,600,25517.07
2024-07-29,864329.07,1398.02,600,25517.07
2024-07-30,853511.07,1379.99,600,25517.07
2024-07-31,878285.07,1421.28,600,25517.07
