product_id,spu_code,cn_name,en_name,alias,factory,technology,material,min_price,default_color,default_size,design_face_w,design_face_h,design_face_count,variants_count,colors,sizes,package_L_cm,package_W_cm,package_H_cm,volume_cm3,weight_g,gallery_codes,composite_product_code,effect_image_count,effect_image_urls,detail_img_count,release_time,generated_at
11243,MT002-,多码超柔法兰绒毛毯（竖款）,Ultra-Soft Micro Fleece Blanket,空调毯，空调被,谦之合,,防起球法兰绒,12.65,黑色,"40""x30""",4111,5134,1,4,黑色,"40""x30""/50""x40""/60""x50""/80""x60""",25.5,21.8,3.4,1890.06,441,RIDYOW,VI6NHTTM,19,https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-85-29-1-1600-f6b0c96895277c0e20cd43aa9b034803-cdf82e70c7deebd7b6957e5997cf23bd.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-2-29-1-1600-692914de54439cddad346981f7132e80-c0eefd3e91173738ef9bc2345eef3c24.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-9-29-1-1600-f7245ee138f57e53f6026ba4551e0806-4115233d6702a48426aa484019a57c19.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-3-29-1-1600-21fec777dbc9451331822955ecc7b32d-f86c446e6bed98345b046b84b5f1f2bf.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-4-29-1-1600-d5fe717109d07b68755f6db8452acc96-538bae52562abc62aae6f11c3a52cef5.jpg|https://nimg5.hicustom.com/static/productDet/VI6NHTTM-10-29-1-1600-7f1704eee7fe7127a0a770e1e8129be4-f00ecf0830c34d0fb7951a89b0678583.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-6-29-1-1600-a12766c620bd12c4191d241fbba7b2c9-45c3d48fe2a0d0c0e48d9b4bd16deb62.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-7-29-1-1600-6e46494a4c1616069891f331b1c69625-9ebf4d7a7e45bf41211c27c382154272.jpg|https://nimg5.hicustom.com/static/productDet/VI6NHTTM-11-29-1-1600-9f38b01517e04d7e9f43a291c317afff-9937104e2c4d9913b94ebea182b71bb6.jpg|https://nimg5.hicustom.com/static/productDet/VI6NHTTM-14-29-1-1600-1c89fc141801b20a1273559ed1079079-28f8b0d3c8b28a5d0504268399f59e0d.jpg|https://nimg5.hicustom.com/static/productDet/VI6NHTTM-16-29-1-1600-4d9baf0a2f0f5d843e8e7172aab94930-32da2e0c14fbfb4207f27aad570b27e5.jpg|https://nimg5.hicustom.com/static/productDet/VI6NHTTM-17-29-1-1600-b22f67d8df3a350a184b262b4ce65987-fdf76a969b978ce2711803ebd2e7e00b.jpg|https://nimg5.hicustom.com/static/productDet/VI6NHTTM-12-29-1-1600-3e3d25933606b706d340a65061776493-3b97f619d9cb07ed22c3f57ecd4b8226.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-79-29-1-1600-cd8d963883b03a34b7843424d19ee43c-bd8152409aebfa3dcb9467388cce6205.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-1-29-1-1600-fd4443eb5e1ec1b2d5dc0c7c85ee03e6-11042462d3117b77dc19f97b1527f8c8.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-123-29-1-1600-b9f22701a0128fb7d8b63554d50936ff-0a930847869955c774ce537c04989eec.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-124-29-1-1600-044400c8f8b29eb9f6d272429c8a9f00-0d9d9ad574b8593cb9b6a659ce70895a.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-125-29-1-1600-56151b9eb23db3c9a272b21b39396a5c-4ab4a2ec467d7acd9b55f183215b2c68.jpg|https://nimg5.hicustom.com/static/productDet2/VI6NHTTM-126-29-1-1600-3d1d2e1d2cb6f222dcc15d0cc9daf96e-21fcc5d4b790de9a171d1b3496546466.jpg,0,2021-01-08 16:07:51,2026/9/8 13:05:13
