date,equity,close,shares,cash
2024-06-05,790156.66,1644.0,0,790156.66
2024-06-06,790156.66,1639.81,0,790156.66
2024-06-07,790156.66,1619.18,0,790156.66
2024-06-11,790156.66,1569.0,0,790156.66
2024-06-12,790156.66,1571.68,0,790156.66
2024-06-13,790156.66,1555.01,0,790156.66
2024-06-14,790156.66,1555.0,0,790156.66
2024-06-17,790156.66,1541.5,0,790156.66
2024-06-18,790156.66,1521.5,0,790156.66
2024-06-19,790156.66,1501.0,0,790156.66
2024-06-20,790156.66,1500.1,0,790156.66
2024-06-21,790156.66,1471.0,0,790156.66
2024-06-24,790156.66,1476.55,0,790156.66
2024-06-25,790156.66,1486.65,0,790156.66
2024-06-26,790156.66,1489.22,0,790156.66
2024-06-27,790156.66,1490.49,0,790156.66
2024-06-28,790156.66,1467.39,0,790156.66
2024-07-01,790156.66,1440.38,0,790156.66
2024-07-02,790156.66,1490.7,0,790156.66
2024-07-03,790156.66,1500.0,0,790156.66
2024-07-04,790156.66,1485.74,0,790156.66
2024-07-05,790156.66,1453.0,0,790156.66
2024-07-08,790156.66,1420.0,0,790156.66
2024-07-09,790156.66,1438.03,0,790156.66
2024-07-10,790156.66,1437.59,0,790156.66
2024-07-11,790156.66,1462.09,0,790156.66
2024-07-12,790156.66,1478.82,0,790156.66
2024-07-15,790156.66,1474.9,0,790156.66
2024-07-16,790156.66,1476.0,0,790156.66
2024-07-17,789931.45,1501.4,500,39231.45
2024-07-18,787986.45,1497.51,500,39231.45
2024-07-19,802041.45,1525.62,500,39231.45
2024-07-22,788731.45,1499.0,500,39231.45
2024-07-23,766731.45,1455.0,500,39231.45
2024-07-24,759241.45,1440.02,500,39231.45
2024-07-25,754476.45,1430.49,500,39231.45
2024-07-26,749402.02,1422.19,0,749402.02
2024-07-29,749402.02,1398.02,0,749402.02
2024-07-30,749402.02,1379.99,0,749402.02
2024-07-31,749402.02,1421.28,0,749402.02
2024-08-01,749402.02,1386.16,0,749402.02
2024-08-02,749402.02,1385.45,0,749402.02
2024-08-05,749402.02,1410.01,0,749402.02
2024-08-06,749402.02,1404.7,0,749402.02
2024-08-07,749402.02,1415.5,0,749402.02
2024-08-08,749402.02,1430.69,0,749402.02
2024-08-09,749402.02,1436.8,0,749402.02
